fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
9.94808649586815,0.9375318917355308,0.2146383469129936,3.34042607681104,0.1032127823043312,11.893608847834404,85.97021303840552,1.0007855338765197,3.439531827710234,0.6352340861448832,11.276170430724411,4.0
5.640141658136324,0.9437926597456756,0.09557647152840368,1.7048293610172969,0.1311142944873865,39.62826787542216,82.56136511186163,0.9946840051469502,3.596061172686265,0.711670314373146,10.332343851440488,4.0
7.5,0.8156862726918345,0.01685729796995401,2.102287575639448,0.08433714595939909,5.83142702030046,12.0,0.9965649128586764,3.373714595939908,0.5085430277669494,9.95285946954931,4.0
7.450495335678879,0.751482563324552,0.0007816525945440145,1.8895779654060805,0.08389577965406081,6.0,12.026055086484801,0.9966746641495164,3.348337627675136,0.4933871612430241,9.71042203459392,4.0
8.818116273839292,0.7177318608312493,0.20772224766101266,5.175012016462795,0.07552282558924106,24.159058136919647,47.7727054246131,0.9966395194552896,3.375233062477529,0.5270446898614585,10.581835660309519,4.0
7.642645931030223,0.8349949935969869,0.10885492118180967,2.0918065615757464,0.08975419684727239,11.540967192121267,70.67226246302984,0.9964349461014728,3.2811450788181906,0.5954096719212126,9.308193438424253,4.0
5.477170441879448,0.6907523951031821,0.17360772372624494,6.887460081613632,0.049294533976915016,24.29903453421937,98.3607723726245,0.9947161672484086,3.5352733011542488,0.5181736353503558,10.977170441879444,4.0
6.425102197072384,0.5726737350230536,0.09928782071995924,3.7661216156139488,0.11831425654648825,14.418369951206408,31.08367399024128,0.9967732243231228,3.501673479804825,0.6616326009758718,11.0,4.0
7.5375406864876675,0.6458759038856154,0.11266591304082132,4.004570526347953,0.08634385171621918,6.171925858109586,27.968444851342483,0.9971936889702684,3.3593688970268496,0.4948422242567124,9.171925858109583,4.0
5.445048467914204,0.6802071053754015,0.11126861188726556,2.0647896471702416,0.06561941643382033,8.76051764148793,65.70420705659517,0.9941922329386697,3.7063430594363282,0.5740841411319034,11.797216945298931,4.0
7.125381247271973,0.4880841386812798,0.0,2.1809640645460213,0.0680787030090588,6.936546881820071,13.873093763640142,0.9952683523331788,3.3961928129092036,0.5742892193638064,10.823856258184085,4.0
7.965160195955438,0.6331450244944296,0.18298684506975027,1.932580097977718,0.07998192235146524,13.009038824267385,42.66516019595544,0.9969303203919108,3.330090388242674,0.5132580097977718,9.133032039191086,4.0
10.992981932033302,0.6212433211481156,0.4080548720552145,2.056750913891325,0.07428375456945661,6.0,26.65675091389133,0.9977983523446384,3.1378642611021035,0.5781083028702891,10.093516240184048,4.0
7.850540149044847,0.8317886874125299,0.011943246685718192,2.894357667675453,0.06939255484395754,5.43817518630606,9.87635037261212,0.9974592554843956,3.4238175186306057,0.5237094888216365,10.943817518630603,4.0
5.987188753142362,0.6475107798285362,0.023886493371436383,1.5815134217141815,0.08081513421714183,6.0,12.796216445714546,0.9953345833844568,3.594789262628655,0.5935081379428909,10.01848657828582,4.0
10.329184474697444,0.587864805933718,0.2108123869854946,2.0733100741714754,0.0701067597033141,14.160139554971149,46.73310074171476,0.9989131705192004,3.3037365896159927,0.5557296118674361,9.567972089005773,4.0
8.459099605006884,0.5963639842002754,0.2386379289012389,2.5272796840055065,0.08436372912007342,17.0,45.09093228001836,0.9971454661400092,3.2849993622994957,0.5031819921001377,9.231819921001376,4.0
8.023134252097176,0.7973044070292211,0.24698230022715584,2.134034371275672,0.059638625148973126,12.680687425513439,32.7017185637836,0.9952560605750941,3.4147037604281185,0.4504206227654032,10.685278203210887,4.0
6.522708148027085,0.7386038516460451,0.08590972839909715,3.2455565438555443,0.10009447903494406,16.045135800451426,31.40902716009029,0.9966691113087712,3.5081805432018056,0.6290972839909715,11.0,4.0
7.237859725372464,1.22872393361129,0.031103672549002308,1.918929862686232,0.11237446132532757,4.637859725372464,8.275719450744928,0.994470287780298,3.4384361533133188,0.3891357917611739,10.718929862686233,4.0
8.258699452279544,0.7456854290476909,0.32784162701475233,2.6123023734553112,0.092297012780144,20.181020083083407,57.82601095440914,0.9987688051120576,3.446590529463108,0.6406502738602282,10.117398904559089,4.0
5.766991340028068,0.6707363814202922,0.1100617665345376,2.051375360832164,0.06664240618363743,8.944985566713449,64.02750721664327,0.9949170887420364,3.603389701076199,0.521100288665731,11.495386907461405,4.0
8.990855362226933,0.7572339392353781,0.03832085172656823,1.6251872241014766,0.0787556167230443,4.0,13.958021293164206,0.997897991742389,3.3038529732558124,0.5433582965468636,9.775561672304427,4.0
9.847247645884485,0.5976794394601825,0.4170453251282658,2.368780381106389,0.0769114955141643,15.151915919027381,46.61602802699088,0.9985240420404864,3.284641121079635,0.5408014013495437,9.484808408097262,4.0
7.539427227091108,0.3832469481133853,0.4920600929925741,2.618553989219345,0.08545436526348521,22.231924865241808,83.6521127021373,0.9972556619676579,3.306548357815975,0.7301502324814353,9.595361502695164,4.0
7.412456821412668,0.6926254852565262,0.0,1.9656573839404987,0.08027941491003841,6.218857946468329,12.43771589293666,0.9963807701829742,3.3531314767880995,0.5096972151821496,9.962629535761996,4.0
9.380777860954161,0.8228859606781489,0.3776162526305952,2.8923137842029383,0.09992313784202936,11.0,81.34620968852694,0.9994600184787488,3.3326934753055637,0.6188464076751224,10.411549122355142,4.0
11.245322477199569,0.4611330619299892,0.43408870795332616,1.5704435397666308,0.1464088707953326,35.40887079533262,50.113306192998934,0.9983481774159066,3.38,0.86,9.9,4.0
6.086667067185634,0.7418132308004775,0.3328339083594095,1.9216001922491048,0.05717067115247911,32.74133028938917,84.56533317312575,0.9952778672113723,3.563093264444071,0.5756267019123358,10.108799855813169,4.0
8.659835385824813,0.7674104949315248,0.06172633671231675,2.2224897116140507,0.07742160483263676,5.224897116140506,14.0,0.9969473868277546,3.3244979423228105,0.5665061730315695,10.77510288385949,4.0
7.134631153072799,0.757283555293295,0.00913422117318005,1.8543288941341,0.08125973364804599,6.0,12.0,0.9963911680377656,3.4359093223183903,0.5539395482122603,9.81417776466475,4.0
8.012946004041561,0.7846763498989608,0.0,2.0663900028868314,0.11278257948614405,13.400829991339505,26.400829991339503,0.9973871451089203,3.3633195001443417,0.4666804998556585,9.626721999422632,4.0
7.3,0.8928850807759887,0.04594814329190645,1.998703582297661,0.06322852118945145,19.392221493785968,47.581850152167256,0.9967562403886632,3.3221555701242806,0.5358185015216727,9.558185015216726,4.0
7.390372154279535,0.6466302539978372,0.2417502916287285,2.35382953903938,0.07846386453448681,4.634573847598452,9.0,0.9966379207525894,3.3617286923799226,0.557308523048031,10.68074430855907,4.0
7.614577660778459,1.07633003948727,0.08711001316242334,2.9711001316242336,0.08370844678443083,5.0,12.286444151946151,0.9959288998683756,3.508491143285924,0.5971355584805385,11.171355584805383,4.0
6.8,0.7259715618940827,0.05935229207061151,2.9805687621183456,0.13576548753275902,15.340530088104314,29.0,0.9950595190533048,3.379352292070612,0.5165946991189568,10.657310885464387,4.0
8.329931096986728,0.673806905774871,0.2631724122686164,7.5013791655185535,0.08298206974300565,8.841379386569182,97.65655131252642,0.9987204966322172,3.373875864050799,0.6054620701851069,11.386344824537233,4.0
5.8088270778674165,0.6774274464135394,0.05059950597074992,1.7088270778674155,0.07303909740441948,6.0,13.0,0.9955577549154332,3.635636840915468,0.6165195487022097,10.065195487022097,4.0
7.6303702812526115,0.8763838663344072,0.27887988374516903,2.0699663380679443,0.06940942534097565,18.498316903397207,50.80201971592335,0.9971701346477282,3.31,0.5560067323864112,9.91023563352439,4.0
10.641134038931028,0.5887169632824452,0.5118116241984315,2.112830367175548,0.07051321468702193,13.486785312978082,47.0,0.9993181162419844,3.293584816412226,0.5612830367175549,9.523017796946712,4.0
7.254676648613386,0.5991368270146851,0.018297608703556158,2.1729021981511814,0.10379369225883464,4.1822554953779525,9.0,0.9970314377190213,3.3391127747688976,0.5663548900924409,10.409353297226774,4.0
7.80932014651082,0.8429555006104618,0.014088998779076503,3.0995797313968314,0.08063139682559893,5.0,13.59110012209235,0.9968226699633724,3.3568009890116883,0.5759110012209234,11.0,4.0
7.825062186280358,1.0586059351171704,0.02250621862803581,1.874937813719642,0.0777336242795057,4.249792712398806,7.499585424797613,0.9965905057817468,3.3949709797358327,0.34748548986791644,9.549626882317849,4.0
7.0,0.9249164539466316,0.11944286615361867,2.0,0.08458217363880291,11.654596234114699,65.61838493645881,0.9959505012763202,3.3292757740468817,0.5585515480937642,9.538161506354117,4.0
6.5073989562890375,0.6844730837363264,0.01567264805859412,1.6910313592187451,0.08191031359218745,6.0,12.522421601953138,0.9958109864126016,3.507174912625004,0.5579148082539078,9.908968640781254,4.0
7.786340810289433,0.8999401953814634,0.11958826210431088,2.9293118667056914,0.09343369753873172,22.00797394913821,62.71086830751218,0.9989383342975742,3.528713820520325,0.6857826338497561,9.68594211283252,4.0
6.806365607814777,0.6770327848227109,0.3157726411267173,4.221354764833508,0.07440451588277835,24.914785048842354,47.38295700976847,0.9957353182803907,3.5225564485347296,0.5153182803907388,10.740451588277836,4.0
6.4206857466850975,0.7739657126657452,0.008827429867403862,1.9675885519889424,0.06794468688066348,6.0,12.558628506629805,0.9963575222442428,3.572345140265192,0.6188274298674039,9.97793142533149,4.0
8.100485725694595,0.7824878568576351,0.0,2.1289183754961396,0.1016525291616871,13.213244873511579,26.21324487351157,0.9975803577802832,3.366445918774807,0.463554081225193,9.614216324900774,4.0
10.876121112824187,0.6008389376611218,0.3157726411267173,2.1780642761461886,0.07619357238538126,10.219357238538123,46.1225710458475,1.000098056836678,3.263161434312288,0.561225710458475,9.043871447707623,4.0
7.317946310486626,0.7435172573435845,0.0673992330069518,2.36996165034759,0.05852015339860965,4.73992330069518,9.52015339860964,0.996215969320278,3.419011504895723,0.5734069029374338,10.9,4.0
6.943570011613287,0.9520455034010344,0.038113331437177836,2.2256100182494527,0.0653326004313507,4.205100016590412,11.205100016590409,0.9958953879980093,3.532051000165904,0.6317959993363835,10.961530004977124,4.0
7.718401948330017,0.8767941860785955,0.11973365805500305,2.2952542425540092,0.06853123506994033,19.163196103339967,48.163196103339956,0.9972034140477212,3.2960532683889987,0.5388426147111995,9.588426147111996,4.0
