,fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
1191,8.638447702835784,0.4737545167041234,0.8282310620438869,3.1357400954521335,0.43261553907224476,28.69675119315167,73.9548732102725,0.9988072202863564,2.9315884307972033,1.5705776551097173,9.466064976136966,
1192,12.237489954521148,0.4544469028841013,0.4773793247365937,4.3737932473659376,0.06984855189683913,26.10096540210725,48.949517298946375,0.9979818704795345,3.0691834264003774,0.5684855189683912,9.62019308042145,
1193,7.345751223370844,1.0089539660674554,0.06915024467416883,3.601308524044757,0.0898562194157289,5.0,12.38562194157289,0.9962627463298874,3.4898691475955244,0.5884313417528133,11.122875611685421,
1194,7.421138047115611,0.6783739822465056,0.016747964493011108,1.7878053260483338,0.06956097336975833,9.32520355069889,20.0,0.996236585123934,3.2155284970978446,0.9954470768182889,9.622764615908554,
1195,6.850754201410899,0.8681277838360086,0.12090504169307831,2.0126885503527245,0.06685181719047131,4.0,10.746228992945507,0.9960811445894796,3.5046228992945507,0.6311180147530927,10.823868697883652,
1196,6.665587363301038,0.5913460024320072,0.08279368165051876,3.306475820193775,0.06734921020631485,10.172063183494812,21.24190522475778,0.995281549356005,3.4251618955048446,0.5061841069271629,10.661586877305368,
1197,7.136794474453724,0.4910458838809443,0.2584236326337566,7.831791301393815,0.07247291020987302,8.368321821778592,95.0007541544827,0.9964968095575434,3.2526335635644283,0.5742099309306715,10.410571961981848,
1198,7.416804179149961,0.7719451321898269,0.29679455437392604,2.0,0.08267945543739261,12.190869083285602,60.6182618334288,0.9967968770618638,3.295954345416428,0.5067945543739261,9.97863036249284,
1199,6.445572648433934,0.7727213675783033,0.009822905937357356,1.9526564109396398,0.06884061534362163,6.0,12.508854703132132,0.9963256670100046,3.570354188125285,0.6198229059373573,9.975442735156607,
1200,7.175808745829566,0.8056047813542608,0.0,1.4684348184496903,0.21921860231595514,15.19469554465093,28.19469554465093,0.9955394635890096,3.3334217409224842,0.4965782590775155,9.746313036310063,
1201,8.639777384751463,0.6232986340527163,0.3660222615248536,2.9507007337696813,0.08702802935078724,17.177864910666884,84.8767518344242,0.998865828485406,3.368221350893331,0.6736974449672739,10.345239059260573,
1202,7.429897501919158,0.9392594198526276,0.086607477813581,2.0881911361891676,0.06430648186703312,19.409556809458373,49.70853182864995,0.9970972354552433,3.31,0.5523617727621666,9.782662046675828,
1203,8.63885193337318,0.6298817442848604,0.3747860720659587,2.011373901589199,0.0868389586980522,14.88626098410801,54.090087872864075,0.9976376693762218,3.3088626098410803,0.5688626098410801,10.309008787286409,
1204,8.097360697817512,0.9215526252689399,0.007748452197972355,2.661567299415667,0.07607917906547465,5.0,14.0,0.9966774845219798,3.389797981862857,0.5709938087918894,10.93245356593917,
1205,7.334909188891151,0.8532646306786478,0.0,2.2874747746919866,0.08185010090123206,14.125252253080134,24.0,0.9964455678732761,3.4692605946293655,0.49825454055544244,10.280080720985643,
1206,6.975041042117444,0.758280993486766,0.013123973947063898,1.8343801302646805,0.08006280781588083,6.0,12.0,0.9962475369379057,3.477801726444171,0.5818678176294473,9.864049674338299,
1207,11.238319660018954,0.5862163808434242,0.626092468126777,2.1773949787511846,0.07569537659366117,10.565125531220385,47.904200849952616,1.0004213658940821,3.2567815063746446,0.57,9.158235148741708,
1208,9.606464349121365,0.27685807770094484,0.3262657941457848,2.4655291069720207,0.06730877709420786,14.0,35.219032038317586,0.9962430877709421,3.2721722699308504,0.5181148466205668,9.56552910697202,
1209,7.1074087373494415,0.5213588669879796,0.44740873734944153,2.1,0.11029634949397767,4.0,8.382724915662944,0.9963968015166269,3.363950129638538,0.5730863754216853,10.639501296385381,
1210,7.569197080399847,1.0916459853650518,0.09221532845501727,3.0221532845501726,0.08461605839200306,5.0,12.172992700999616,0.9958778467154499,3.520970802890042,0.5982700729900038,11.182700729900038,
1211,5.940691018812556,0.5605735439903801,0.22409081946069392,2.0647186573996694,0.06634846991011566,9.822507408026436,61.47186573996696,0.9948288943753133,3.6918400786580503,0.563528134260033,12.147403749791078,
1212,9.673127764969209,0.6131181165395917,0.4793557279658634,2.0795704853105756,0.08303221360170684,13.01073786723561,51.81718058757698,0.998782805628952,3.2861288544068272,0.57,9.843006602825971,
1213,8.642941804193788,0.6335624333044101,0.11429418041937872,2.0904903006989644,0.09304828928320082,6.0,12.952451503494823,0.9972343238118873,3.34,0.5042867725524224,9.842867725524224,
1214,6.683015460294659,1.0111262825009208,0.08056615132351136,2.3905842117618175,0.07017044741166362,18.71692433824432,31.943384867648863,0.9964981168423523,3.5188676973529773,0.5756615132351135,11.0,
1215,6.156135745036538,0.7729373298850479,0.0021932127481731033,2.056135745036538,0.0614621418321154,6.0,13.0,0.9965186422279344,3.5951174964124037,0.6107310709160577,10.007310709160578,
1216,11.182224332066403,0.44744975554348954,0.44607414440221343,2.6174633315234326,0.11706341671191418,31.02009778260418,48.37248777717448,0.9982380526890215,3.2570790335324222,0.7519785446194015,9.788253666847657,
1217,7.95072881967978,0.8905247872940302,0.009329448770013727,3.0760932295196706,0.08946938586099039,24.88046614759835,58.7609322951967,0.9996529152787191,3.5458891971339206,0.6882798741819534,9.781341102459972,
0,,,,,,,,,,,,5.0
1,,,,,,,,,,,,5.0
2,,,,,,,,,,,,5.0
3,,,,,,,,,,,,5.0
4,,,,,,,,,,,,7.0
5,,,,,,,,,,,,7.0
6,,,,,,,,,,,,5.0
7,,,,,,,,,,,,5.0
8,,,,,,,,,,,,5.0
9,,,,,,,,,,,,5.0
10,,,,,,,,,,,,7.0
11,,,,,,,,,,,,4.0
12,,,,,,,,,,,,6.0
13,,,,,,,,,,,,5.0
14,,,,,,,,,,,,5.0
15,,,,,,,,,,,,5.0
16,,,,,,,,,,,,7.0
17,,,,,,,,,,,,4.0
18,,,,,,,,,,,,4.0
19,,,,,,,,,,,,4.0
20,,,,,,,,,,,,5.0
21,,,,,,,,,,,,5.0
22,,,,,,,,,,,,5.0
23,,,,,,,,,,,,6.0
24,,,,,,,,,,,,5.0
25,,,,,,,,,,,,6.0
26,,,,,,,,,,,,5.0
27,,,,,,,,,,,,5.0
28,,,,,,,,,,,,5.0
29,,,,,,,,,,,,6.0
30,,,,,,,,,,,,5.0
31,,,,,,,,,,,,5.0
32,,,,,,,,,,,,7.0
33,,,,,,,,,,,,5.0
34,,,,,,,,,,,,5.0
35,,,,,,,,,,,,5.0
36,,,,,,,,,,,,4.0
37,,,,,,,,,,,,5.0
38,,,,,,,,,,,,6.0
39,,,,,,,,,,,,4.0
40,,,,,,,,,,,,5.0
41,,,,,,,,,,,,5.0
42,,,,,,,,,,,,5.0
43,,,,,,,,,,,,5.0
44,,,,,,,,,,,,6.0
45,,,,,,,,,,,,5.0
46,,,,,,,,,,,,5.0
47,,,,,,,,,,,,5.0
48,,,,,,,,,,,,5.0
49,,,,,,,,,,,,5.0
50,,,,,,,,,,,,5.0
51,,,,,,,,,,,,4.0
52,,,,,,,,,,,,5.0
53,,,,,,,,,,,,6.0
54,,,,,,,,,,,,5.0
55,,,,,,,,,,,,5.0
56,,,,,,,,,,,,5.0
57,,,,,,,,,,,,5.0
58,,,,,,,,,,,,5.0
59,,,,,,,,,,,,5.0
60,,,,,,,,,,,,6.0
61,,,,,,,,,,,,5.0
62,,,,,,,,,,,,6.0
63,,,,,,,,,,,,6.0
64,,,,,,,,,,,,6.0
65,,,,,,,,,,,,6.0
66,,,,,,,,,,,,5.0
67,,,,,,,,,,,,5.0
68,,,,,,,,,,,,5.0
69,,,,,,,,,,,,5.0
70,,,,,,,,,,,,7.0
71,,,,,,,,,,,,5.0
72,,,,,,,,,,,,6.0
73,,,,,,,,,,,,5.0
74,,,,,,,,,,,,5.0
75,,,,,,,,,,,,5.0
76,,,,,,,,,,,,5.0
77,,,,,,,,,,,,5.0
78,,,,,,,,,,,,5.0
79,,,,,,,,,,,,5.0
80,,,,,,,,,,,,6.0
81,,,,,,,,,,,,5.0
82,,,,,,,,,,,,5.0
83,,,,,,,,,,,,6.0
84,,,,,,,,,,,,6.0
85,,,,,,,,,,,,4.0
86,,,,,,,,,,,,5.0
87,,,,,,,,,,,,5.0
88,,,,,,,,,,,,5.0
89,,,,,,,,,,,,4.0
90,,,,,,,,,,,,5.0
91,,,,,,,,,,,,5.0
92,,,,,,,,,,,,4.0
93,,,,,,,,,,,,4.0
94,,,,,,,,,,,,6.0
95,,,,,,,,,,,,6.0
96,,,,,,,,,,,,6.0
97,,,,,,,,,,,,5.0
98,,,,,,,,,,,,5.0
99,,,,,,,,,,,,5.0
100,,,,,,,,,,,,5.0
101,,,,,,,,,,,,5.0
102,,,,,,,,,,,,5.0
103,,,,,,,,,,,,5.0
104,,,,,,,,,,,,5.0
105,,,,,,,,,,,,5.0
106,,,,,,,,,,,,6.0
107,,,,,,,,,,,,7.0
108,,,,,,,,,,,,4.0
109,,,,,,,,,,,,7.0
110,,,,,,,,,,,,5.0
111,,,,,,,,,,,,5.0
112,,,,,,,,,,,,5.0
113,,,,,,,,,,,,6.0
114,,,,,,,,,,,,7.0
115,,,,,,,,,,,,7.0
116,,,,,,,,,,,,5.0
117,,,,,,,,,,,,5.0
118,,,,,,,,,,,,7.0
119,,,,,,,,,,,,6.0
120,,,,,,,,,,,,6.0
121,,,,,,,,,,,,6.0
122,,,,,,,,,,,,6.0
123,,,,,,,,,,,,5.0
124,,,,,,,,,,,,5.0
125,,,,,,,,,,,,5.0
126,,,,,,,,,,,,6.0
127,,,,,,,,,,,,5.0
128,,,,,,,,,,,,5.0
129,,,,,,,,,,,,6.0
130,,,,,,,,,,,,4.0
131,,,,,,,,,,,,6.0
132,,,,,,,,,,,,6.0
133,,,,,,,,,,,,5.0
134,,,,,,,,,,,,6.0
135,,,,,,,,,,,,5.0
136,,,,,,,,,,,,7.0
137,,,,,,,,,,,,6.0
138,,,,,,,,,,,,6.0
139,,,,,,,,,,,,6.0
140,,,,,,,,,,,,7.0
141,,,,,,,,,,,,7.0
142,,,,,,,,,,,,6.0
143,,,,,,,,,,,,5.0
144,,,,,,,,,,,,5.0
145,,,,,,,,,,,,6.0
146,,,,,,,,,,,,6.0
147,,,,,,,,,,,,5.0
148,,,,,,,,,,,,6.0
149,,,,,,,,,,,,5.0
150,,,,,,,,,,,,7.0
151,,,,,,,,,,,,4.0
152,,,,,,,,,,,,7.0
153,,,,,,,,,,,,4.0
154,,,,,,,,,,,,7.0
155,,,,,,,,,,,,6.0
156,,,,,,,,,,,,5.0
157,,,,,,,,,,,,5.0
158,,,,,,,,,,,,5.0
159,,,,,,,,,,,,6.0
160,,,,,,,,,,,,7.0
161,,,,,,,,,,,,7.0
162,,,,,,,,,,,,7.0
163,,,,,,,,,,,,7.0
164,,,,,,,,,,,,5.0
165,,,,,,,,,,,,6.0
166,,,,,,,,,,,,7.0
167,,,,,,,,,,,,5.0
168,,,,,,,,,,,,7.0
169,,,,,,,,,,,,6.0
170,,,,,,,,,,,,6.0
171,,,,,,,,,,,,5.0
172,,,,,,,,,,,,5.0
173,,,,,,,,,,,,6.0
174,,,,,,,,,,,,6.0
175,,,,,,,,,,,,6.0
176,,,,,,,,,,,,6.0
177,,,,,,,,,,,,6.0
178,,,,,,,,,,,,6.0
179,,,,,,,,,,,,7.0
180,,,,,,,,,,,,7.0
181,,,,,,,,,,,,5.0
182,,,,,,,,,,,,6.0
183,,,,,,,,,,,,6.0
184,,,,,,,,,,,,7.0
185,,,,,,,,,,,,5.0
186,,,,,,,,,,,,6.0
187,,,,,,,,,,,,6.0
188,,,,,,,,,,,,5.0
189,,,,,,,,,,,,7.0
190,,,,,,,,,,,,7.0
191,,,,,,,,,,,,5.0
192,,,,,,,,,,,,6.0
193,,,,,,,,,,,,7.0
194,,,,,,,,,,,,6.0
195,,,,,,,,,,,,6.0
196,,,,,,,,,,,,6.0
197,,,,,,,,,,,,6.0
198,,,,,,,,,,,,6.0
199,,,,,,,,,,,,7.0
200,,,,,,,,,,,,6.0
201,,,,,,,,,,,,6.0
202,,,,,,,,,,,,6.0
203,,,,,,,,,,,,6.0
204,,,,,,,,,,,,5.0
205,,,,,,,,,,,,6.0
206,,,,,,,,,,,,7.0
207,,,,,,,,,,,,7.0
208,,,,,,,,,,,,6.0
209,,,,,,,,,,,,5.0
210,,,,,,,,,,,,6.0
211,,,,,,,,,,,,5.0
212,,,,,,,,,,,,7.0
213,,,,,,,,,,,,7.0
214,,,,,,,,,,,,5.0
215,,,,,,,,,,,,7.0
216,,,,,,,,,,,,5.0
217,,,,,,,,,,,,6.0
218,,,,,,,,,,,,7.0
219,,,,,,,,,,,,6.0
220,,,,,,,,,,,,7.0
221,,,,,,,,,,,,6.0
222,,,,,,,,,,,,6.0
223,,,,,,,,,,,,6.0
224,,,,,,,,,,,,7.0
225,,,,,,,,,,,,7.0
226,,,,,,,,,,,,6.0
227,,,,,,,,,,,,5.0
228,,,,,,,,,,,,5.0
229,,,,,,,,,,,,7.0
230,,,,,,,,,,,,5.0
231,,,,,,,,,,,,6.0
232,,,,,,,,,,,,5.0
233,,,,,,,,,,,,6.0
234,,,,,,,,,,,,6.0
235,,,,,,,,,,,,6.0
236,,,,,,,,,,,,7.0
237,,,,,,,,,,,,6.0
238,,,,,,,,,,,,4.0
239,,,,,,,,,,,,6.0
240,,,,,,,,,,,,5.0
241,,,,,,,,,,,,7.0
242,,,,,,,,,,,,5.0
243,,,,,,,,,,,,5.0
244,,,,,,,,,,,,6.0
245,,,,,,,,,,,,7.0
246,,,,,,,,,,,,7.0
247,,,,,,,,,,,,5.0
248,,,,,,,,,,,,7.0
249,,,,,,,,,,,,7.0
250,,,,,,,,,,,,6.0
251,,,,,,,,,,,,7.0
252,,,,,,,,,,,,5.0
253,,,,,,,,,,,,6.0
254,,,,,,,,,,,,6.0
255,,,,,,,,,,,,5.0
256,,,,,,,,,,,,7.0
257,,,,,,,,,,,,6.0
258,,,,,,,,,,,,7.0
259,,,,,,,,,,,,7.0
260,,,,,,,,,,,,7.0
261,,,,,,,,,,,,5.0
262,,,,,,,,,,,,6.0
263,,,,,,,,,,,,6.0
264,,,,,,,,,,,,6.0
265,,,,,,,,,,,,6.0
266,,,,,,,,,,,,6.0
267,,,,,,,,,,,,7.0
268,,,,,,,,,,,,7.0
269,,,,,,,,,,,,5.0
270,,,,,,,,,,,,7.0
271,,,,,,,,,,,,4.0
272,,,,,,,,,,,,6.0
273,,,,,,,,,,,,5.0
274,,,,,,,,,,,,5.0
275,,,,,,,,,,,,6.0
276,,,,,,,,,,,,6.0
277,,,,,,,,,,,,5.0
278,,,,,,,,,,,,5.0
279,,,,,,,,,,,,6.0
280,,,,,,,,,,,,6.0
281,,,,,,,,,,,,5.0
282,,,,,,,,,,,,6.0
283,,,,,,,,,,,,5.0
284,,,,,,,,,,,,7.0
285,,,,,,,,,,,,5.0
286,,,,,,,,,,,,5.0
287,,,,,,,,,,,,5.0
288,,,,,,,,,,,,7.0
289,,,,,,,,,,,,6.0
290,,,,,,,,,,,,6.0
291,,,,,,,,,,,,7.0
292,,,,,,,,,,,,7.0
293,,,,,,,,,,,,6.0
294,,,,,,,,,,,,6.0
295,,,,,,,,,,,,7.0
296,,,,,,,,,,,,7.0
297,,,,,,,,,,,,6.0
298,,,,,,,,,,,,7.0
299,,,,,,,,,,,,7.0
300,,,,,,,,,,,,7.0
301,,,,,,,,,,,,7.0
302,,,,,,,,,,,,7.0
303,,,,,,,,,,,,7.0
304,,,,,,,,,,,,6.0
305,,,,,,,,,,,,7.0
306,,,,,,,,,,,,5.0
307,,,,,,,,,,,,6.0
308,,,,,,,,,,,,7.0
309,,,,,,,,,,,,7.0
310,,,,,,,,,,,,5.0
311,,,,,,,,,,,,6.0
312,,,,,,,,,,,,4.0
313,,,,,,,,,,,,6.0
314,,,,,,,,,,,,6.0
315,,,,,,,,,,,,5.0
316,,,,,,,,,,,,5.0
317,,,,,,,,,,,,5.0
318,,,,,,,,,,,,5.0
319,,,,,,,,,,,,6.0
320,,,,,,,,,,,,5.0
321,,,,,,,,,,,,6.0
322,,,,,,,,,,,,5.0
323,,,,,,,,,,,,6.0
324,,,,,,,,,,,,7.0
325,,,,,,,,,,,,5.0
326,,,,,,,,,,,,5.0
327,,,,,,,,,,,,6.0
328,,,,,,,,,,,,6.0
329,,,,,,,,,,,,5.0
330,,,,,,,,,,,,6.0
331,,,,,,,,,,,,6.0
332,,,,,,,,,,,,6.0
333,,,,,,,,,,,,6.0
334,,,,,,,,,,,,5.0
335,,,,,,,,,,,,6.0
336,,,,,,,,,,,,6.0
337,,,,,,,,,,,,5.0
338,,,,,,,,,,,,6.0
339,,,,,,,,,,,,5.0
340,,,,,,,,,,,,6.0
341,,,,,,,,,,,,6.0
342,,,,,,,,,,,,6.0
343,,,,,,,,,,,,6.0
344,,,,,,,,,,,,5.0
345,,,,,,,,,,,,4.0
346,,,,,,,,,,,,6.0
347,,,,,,,,,,,,6.0
348,,,,,,,,,,,,4.0
349,,,,,,,,,,,,5.0
350,,,,,,,,,,,,6.0
351,,,,,,,,,,,,5.0
352,,,,,,,,,,,,5.0
353,,,,,,,,,,,,7.0
354,,,,,,,,,,,,7.0
355,,,,,,,,,,,,7.0
356,,,,,,,,,,,,5.0
357,,,,,,,,,,,,7.0
358,,,,,,,,,,,,7.0
359,,,,,,,,,,,,6.0
360,,,,,,,,,,,,5.0
361,,,,,,,,,,,,5.0
362,,,,,,,,,,,,5.0
363,,,,,,,,,,,,6.0
364,,,,,,,,,,,,6.0
365,,,,,,,,,,,,4.0
366,,,,,,,,,,,,6.0
367,,,,,,,,,,,,6.0
368,,,,,,,,,,,,7.0
369,,,,,,,,,,,,6.0
370,,,,,,,,,,,,5.0
371,,,,,,,,,,,,6.0
372,,,,,,,,,,,,5.0
373,,,,,,,,,,,,6.0
374,,,,,,,,,,,,5.0
375,,,,,,,,,,,,5.0
376,,,,,,,,,,,,5.0
377,,,,,,,,,,,,5.0
378,,,,,,,,,,,,6.0
379,,,,,,,,,,,,6.0
380,,,,,,,,,,,,6.0
381,,,,,,,,,,,,4.0
382,,,,,,,,,,,,7.0
383,,,,,,,,,,,,5.0
384,,,,,,,,,,,,5.0
385,,,,,,,,,,,,7.0
386,,,,,,,,,,,,5.0
387,,,,,,,,,,,,4.0
388,,,,,,,,,,,,7.0
389,,,,,,,,,,,,5.0
390,,,,,,,,,,,,6.0
391,,,,,,,,,,,,5.0
392,,,,,,,,,,,,5.0
393,,,,,,,,,,,,7.0
394,,,,,,,,,,,,6.0
395,,,,,,,,,,,,4.0
396,,,,,,,,,,,,6.0
397,,,,,,,,,,,,6.0
398,,,,,,,,,,,,5.0
399,,,,,,,,,,,,5.0
400,,,,,,,,,,,,6.0
401,,,,,,,,,,,,5.0
402,,,,,,,,,,,,5.0
403,,,,,,,,,,,,5.0
404,,,,,,,,,,,,6.0
405,,,,,,,,,,,,6.0
406,,,,,,,,,,,,5.0
407,,,,,,,,,,,,5.0
408,,,,,,,,,,,,5.0
409,,,,,,,,,,,,5.0
410,,,,,,,,,,,,5.0
411,,,,,,,,,,,,5.0
412,,,,,,,,,,,,5.0
413,,,,,,,,,,,,4.0
414,,,,,,,,,,,,5.0
415,,,,,,,,,,,,5.0
416,,,,,,,,,,,,5.0
417,,,,,,,,,,,,6.0
418,,,,,,,,,,,,6.0
419,,,,,,,,,,,,5.0
420,,,,,,,,,,,,6.0
421,,,,,,,,,,,,6.0
422,,,,,,,,,,,,4.0
423,,,,,,,,,,,,4.0
424,,,,,,,,,,,,5.0
425,,,,,,,,,,,,5.0
426,,,,,,,,,,,,6.0
427,,,,,,,,,,,,5.0
428,,,,,,,,,,,,6.0
429,,,,,,,,,,,,5.0
430,,,,,,,,,,,,5.0
431,,,,,,,,,,,,5.0
432,,,,,,,,,,,,5.0
433,,,,,,,,,,,,4.0
434,,,,,,,,,,,,6.0
435,,,,,,,,,,,,5.0
436,,,,,,,,,,,,5.0
437,,,,,,,,,,,,6.0
438,,,,,,,,,,,,5.0
439,,,,,,,,,,,,6.0
440,,,,,,,,,,,,5.0
441,,,,,,,,,,,,5.0
442,,,,,,,,,,,,5.0
443,,,,,,,,,,,,6.0
444,,,,,,,,,,,,5.0
445,,,,,,,,,,,,6.0
446,,,,,,,,,,,,6.0
447,,,,,,,,,,,,5.0
448,,,,,,,,,,,,5.0
449,,,,,,,,,,,,6.0
450,,,,,,,,,,,,5.0
451,,,,,,,,,,,,5.0
452,,,,,,,,,,,,5.0
453,,,,,,,,,,,,6.0
454,,,,,,,,,,,,5.0
455,,,,,,,,,,,,5.0
456,,,,,,,,,,,,5.0
457,,,,,,,,,,,,6.0
458,,,,,,,,,,,,6.0
459,,,,,,,,,,,,6.0
460,,,,,,,,,,,,5.0
461,,,,,,,,,,,,5.0
462,,,,,,,,,,,,6.0
463,,,,,,,,,,,,6.0
464,,,,,,,,,,,,6.0
465,,,,,,,,,,,,5.0
466,,,,,,,,,,,,6.0
467,,,,,,,,,,,,7.0
468,,,,,,,,,,,,6.0
469,,,,,,,,,,,,6.0
470,,,,,,,,,,,,5.0
471,,,,,,,,,,,,7.0
472,,,,,,,,,,,,6.0
473,,,,,,,,,,,,7.0
474,,,,,,,,,,,,7.0
475,,,,,,,,,,,,7.0
476,,,,,,,,,,,,5.0
477,,,,,,,,,,,,6.0
478,,,,,,,,,,,,5.0
479,,,,,,,,,,,,6.0
480,,,,,,,,,,,,5.0
481,,,,,,,,,,,,4.0
482,,,,,,,,,,,,6.0
483,,,,,,,,,,,,5.0
484,,,,,,,,,,,,5.0
485,,,,,,,,,,,,5.0
486,,,,,,,,,,,,7.0
487,,,,,,,,,,,,5.0
488,,,,,,,,,,,,5.0
489,,,,,,,,,,,,5.0
490,,,,,,,,,,,,7.0
491,,,,,,,,,,,,5.0
492,,,,,,,,,,,,7.0
493,,,,,,,,,,,,4.0
494,,,,,,,,,,,,4.0
495,,,,,,,,,,,,4.0
496,,,,,,,,,,,,5.0
497,,,,,,,,,,,,5.0
498,,,,,,,,,,,,7.0
499,,,,,,,,,,,,7.0
500,,,,,,,,,,,,7.0
501,,,,,,,,,,,,7.0
502,,,,,,,,,,,,5.0
503,,,,,,,,,,,,6.0
504,,,,,,,,,,,,5.0
505,,,,,,,,,,,,5.0
506,,,,,,,,,,,,5.0
507,,,,,,,,,,,,5.0
508,,,,,,,,,,,,5.0
509,,,,,,,,,,,,6.0
510,,,,,,,,,,,,7.0
511,,,,,,,,,,,,7.0
512,,,,,,,,,,,,7.0
513,,,,,,,,,,,,5.0
514,,,,,,,,,,,,6.0
515,,,,,,,,,,,,5.0
516,,,,,,,,,,,,5.0
517,,,,,,,,,,,,5.0
518,,,,,,,,,,,,6.0
519,,,,,,,,,,,,5.0
520,,,,,,,,,,,,4.0
521,,,,,,,,,,,,7.0
522,,,,,,,,,,,,7.0
523,,,,,,,,,,,,7.0
524,,,,,,,,,,,,4.0
525,,,,,,,,,,,,6.0
526,,,,,,,,,,,,5.0
527,,,,,,,,,,,,6.0
528,,,,,,,,,,,,6.0
529,,,,,,,,,,,,5.0
530,,,,,,,,,,,,5.0
531,,,,,,,,,,,,6.0
532,,,,,,,,,,,,7.0
533,,,,,,,,,,,,6.0
534,,,,,,,,,,,,5.0
535,,,,,,,,,,,,6.0
536,,,,,,,,,,,,6.0
537,,,,,,,,,,,,7.0
538,,,,,,,,,,,,7.0
539,,,,,,,,,,,,4.0
540,,,,,,,,,,,,5.0
541,,,,,,,,,,,,7.0
542,,,,,,,,,,,,7.0
543,,,,,,,,,,,,7.0
544,,,,,,,,,,,,7.0
545,,,,,,,,,,,,5.0
546,,,,,,,,,,,,5.0
547,,,,,,,,,,,,7.0
548,,,,,,,,,,,,6.0
549,,,,,,,,,,,,6.0
550,,,,,,,,,,,,6.0
551,,,,,,,,,,,,7.0
552,,,,,,,,,,,,6.0
553,,,,,,,,,,,,4.0
554,,,,,,,,,,,,5.0
555,,,,,,,,,,,,7.0
556,,,,,,,,,,,,5.0
557,,,,,,,,,,,,5.0
558,,,,,,,,,,,,5.0
559,,,,,,,,,,,,6.0
560,,,,,,,,,,,,4.0
561,,,,,,,,,,,,7.0
562,,,,,,,,,,,,7.0
563,,,,,,,,,,,,7.0
564,,,,,,,,,,,,7.0
565,,,,,,,,,,,,7.0
566,,,,,,,,,,,,7.0
567,,,,,,,,,,,,7.0
568,,,,,,,,,,,,7.0
569,,,,,,,,,,,,7.0
570,,,,,,,,,,,,7.0
571,,,,,,,,,,,,7.0
572,,,,,,,,,,,,7.0
573,,,,,,,,,,,,7.0
574,,,,,,,,,,,,7.0
575,,,,,,,,,,,,7.0
576,,,,,,,,,,,,6.0
577,,,,,,,,,,,,5.0
578,,,,,,,,,,,,6.0
579,,,,,,,,,,,,7.0
580,,,,,,,,,,,,5.0
581,,,,,,,,,,,,5.0
582,,,,,,,,,,,,6.0
583,,,,,,,,,,,,6.0
584,,,,,,,,,,,,7.0
585,,,,,,,,,,,,5.0
586,,,,,,,,,,,,6.0
587,,,,,,,,,,,,7.0
588,,,,,,,,,,,,7.0
589,,,,,,,,,,,,5.0
590,,,,,,,,,,,,5.0
591,,,,,,,,,,,,7.0
592,,,,,,,,,,,,5.0
593,,,,,,,,,,,,6.0
594,,,,,,,,,,,,7.0
595,,,,,,,,,,,,5.0
596,,,,,,,,,,,,6.0
597,,,,,,,,,,,,7.0
598,,,,,,,,,,,,7.0
599,,,,,,,,,,,,6.0
600,,,,,,,,,,,,7.0
601,,,,,,,,,,,,7.0
602,,,,,,,,,,,,7.0
603,,,,,,,,,,,,7.0
604,,,,,,,,,,,,7.0
605,,,,,,,,,,,,7.0
606,,,,,,,,,,,,7.0
607,,,,,,,,,,,,7.0
608,,,,,,,,,,,,7.0
609,,,,,,,,,,,,6.0
610,,,,,,,,,,,,7.0
611,,,,,,,,,,,,6.0
612,,,,,,,,,,,,5.0
613,,,,,,,,,,,,6.0
614,,,,,,,,,,,,7.0
615,,,,,,,,,,,,6.0
616,,,,,,,,,,,,7.0
617,,,,,,,,,,,,7.0
618,,,,,,,,,,,,7.0
619,,,,,,,,,,,,5.0
620,,,,,,,,,,,,6.0
621,,,,,,,,,,,,7.0
622,,,,,,,,,,,,7.0
623,,,,,,,,,,,,5.0
624,,,,,,,,,,,,7.0
625,,,,,,,,,,,,7.0
626,,,,,,,,,,,,6.0
627,,,,,,,,,,,,6.0
628,,,,,,,,,,,,6.0
629,,,,,,,,,,,,5.0
630,,,,,,,,,,,,7.0
631,,,,,,,,,,,,7.0
632,,,,,,,,,,,,5.0
633,,,,,,,,,,,,7.0
634,,,,,,,,,,,,7.0
635,,,,,,,,,,,,6.0
636,,,,,,,,,,,,7.0
637,,,,,,,,,,,,6.0
638,,,,,,,,,,,,7.0
639,,,,,,,,,,,,7.0
640,,,,,,,,,,,,7.0
641,,,,,,,,,,,,7.0
642,,,,,,,,,,,,5.0
643,,,,,,,,,,,,6.0
644,,,,,,,,,,,,5.0
645,,,,,,,,,,,,7.0
646,,,,,,,,,,,,5.0
647,,,,,,,,,,,,7.0
648,,,,,,,,,,,,7.0
649,,,,,,,,,,,,6.0
650,,,,,,,,,,,,6.0
651,,,,,,,,,,,,5.0
652,,,,,,,,,,,,7.0
653,,,,,,,,,,,,7.0
654,,,,,,,,,,,,7.0
655,,,,,,,,,,,,7.0
656,,,,,,,,,,,,6.0
657,,,,,,,,,,,,7.0
658,,,,,,,,,,,,6.0
659,,,,,,,,,,,,5.0
660,,,,,,,,,,,,5.0
661,,,,,,,,,,,,7.0
662,,,,,,,,,,,,6.0
663,,,,,,,,,,,,6.0
664,,,,,,,,,,,,5.0
665,,,,,,,,,,,,6.0
666,,,,,,,,,,,,7.0
667,,,,,,,,,,,,7.0
668,,,,,,,,,,,,6.0
